distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
17400,Lamington National Park,true,360,"A beautiful walk along Toolona Creek and an endless number of waterfalls!  Many creek crossings and beautiful, lush areas deep in the valley. Return back via the border track to O'reillys",Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/toolona-creek-circuit,Toolona Creek Circuit,Waterfalls,Lookouts,Rainforest,,,,,,,
18000,Lamington National Park,false,360,"A full day walk that follows Toolona Creek in which over 8 waterfalls will be seen, also reaching Mt Wanungara lookout to provide views to Byron Bay and North Stradbroke Is. The round trip takes 6-8 hours.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/toolona-creek-and-mount-wanungra,Toolona Creek and Mount Wanungra,,,,,,,,,,
22000,Binna Burra,false,420,"My husband and I did the Border track today.  Feeling it now ðŸ˜Œ This is the longest walk we have done, but we did it in 5 1/2 hrs.  The track was fine, muddy but no damage one water crossing today and rocks so no risk of wet shoes.  It isn't to steep but does have a slow considerable climb.  Few sections that are close to the edge but I have crazy fear of heights and it wasn't so bad.  Track is pretty well signed only issue we had was we went binna burra to Oreilly and they only have rubbish beer at the cafe.  Xxxx and that kind of much lol.. Binna Burra has corona.  But we thing we got the better walk direction. Photos added ðŸ‘ŒðŸ¼ Enjoy",Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/border-track,Border Track,,,,,,,,,,
12000,Binna Burra,true,240,"The track starts on the Border track and then branches off and follows the Ships Stern circuit track before branching off again. Well sign posted, good tracks and some good views from the Numinbah lookout. There is also a small cave side track that is sign posted. On the way back don't miss ""Surprise Rock"".",Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/daves-creek-circuit,Daves Creek Circuit,Lookouts,No Public Transport,No Dogs Permitted,,,,,,,
5200,Binna Burra,true,90,"From the information centre, this interesting track winds up through open forest and rainforest to emerge on the road opposite the ship's Stern track entrance. It provides excellent views into the Coomera Valley and passes a large red cedar and fine specimens of other rainforest tree species. A range of volcanic rock types and formations can be observed. Koalas are often seen in open forest area along the walk. Take care when walking down the bitumen road to return to the start of the circuit, especially on weeekends when traffic is heavy. A self guiding brochure for this circuit is available at the information centre, Lamington Teahouse and at Binna Burra Lodge.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/caves-walk,Caves Circuit,Lookouts,No Dogs Permitted,,,,,,,,
1200,Binna Burra,true,30,"For a quick introduction to the rainforest, follow the Border Track for 500m, then branch right and return to the picnic area. A self-guiding brochure, produced by the Lamington Natural History Association is available at the Information Centre, the Lamington Teahouse and at Binna Burra Lodge.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/rainforest-circuit,Rainforest Circuit,No Dogs Permitted,Rainforest,,,,,,,,
6000,Binna Burra,false,150,This track branches off the Illinbah circuit and descends through open forest and rainforest to Gwongoorool Pool on the Coomera River. Return via same track. (Illinbah circuit commences at the car park near the information centre).,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/gwongoorool-rock-pools,Gwongoorool Rock Pools,,,,,,,,,,
14000,Binna Burra,false,600,"5 hours return to Noowongbill Lookout. Will save the extension to Fountain Falls for a day when it's not tipping 40 degrees! After crossing Coomera Creek & heading uphill you quickly pick up a series of pink markers that take you all the way to the lookout. The going is tough in places due to the steep incline. Just one technical bit up a rocky chute, but someone has kindly tied a rope to assist you. Once you're past that bit, it heads steeply uphill still for a short while before levelling off and then descending to the lookout. We almost missed it as a large fallen tree is blocking the rocky outcrop. And the old sign behind the lookout is a stump of wood with a couple of old nails where the sign once sat. The rocks made a great spot for lunch before we turned around and headed back via a very welcomed and refreshing dip in Gwongoorool Pool. A great day out!",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/noowongbill-lookout,Noowongbill Lookout,,,,,,,,,,
18000,Binna Burra,false,480,"Completed Hobwee and Wagawn in 5.5 hours with half hour break at Dacelo lookout.  Very easy track overall as its flat most of the way, especially the border track sections. Would come back and do it again!",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/mt-wagawn,Mt Wagawn,,,,,,,,,,
13000,Main Range National Park,false,270,Bare Rock is a minor peak North of Cunningham's Gap with great views towards the Mistake Mountains.,Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/bare-rock-morgans-walk,Bare Rock + Morgan's Walk,,,,,,,,,,
3600,Main Range National Park,true,90,Rainforest walk to the base of Araucaria Falls and then return. Elevation 830m (base of the falls),Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/araucaria-falls,Araucaria Falls,,,,,,,,,,
5000,Binna Burra,true,90,This track leads through the rainforest to the summit of Tullawallal at over 900m. Also this track leads to the closest stand of Antarctic beech trees to Binna Burra. The rock formation at the end is a natural wonder that will have you guessing!,Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/tullawallal-circuit,Tullawallal Circuit,No Dogs Permitted,Rainforest,,,,,,,,
22000,Binna Burra,false,480,The 1160m summit of Mt Merino is halfway between Binna Burra and Green Mountains and can be visited on a day walk.,Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/mt-merino,Mt Merino,,,,,,,,,,
17000,Binna Burra,false,390,This track explores the lower reaches of the Coomera River. And there are many river crossings. The track may change slightly after heavy rains.,Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/illinbah-circuit,Illinbah Circuit,No BBQ,No Wheelchair Accessibility,No 4WD Required,No Dogs Permitted,No Cycling Permitted,No Trail Bikes Permitted,Rainforest,,,
8200,Main Range National Park,false,240,This track was built by volunteers in 1986 from the National Parks Assoc of Qld. The mountain is named after the chief commissioner of railways. 1880's to 1912,Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/mt--mathieson-circuit,Mt. Mathieson Circuit,,,,,,,,,,
960,Main Range National Park,true,30,Short track walk to view great view of Mt Castle.,Easy,qld,false,https://www.aussiebushwalking.com/qld/main-range/mt-castle-lookout,Mt Castle Lookout,,,,,,,,,,
10000,Main Range National Park,true,180,"It may not provide any views from the summit, but at 1,375m above sea level Mount Superbus is the highest mountain in southern Queensland. By virtue of that fact, it's a must for any local peakbaggers.",Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/mount-superbus,Mount Superbus,Navigation Required,,,,,,,,,
10980,Main Range National Park,false,210,"Mt Mitchell, one of two peaks on either side of Cunningham's Gap, is a good track walk which provides great views of Main Range, the Moogerah Peaks and through to Mt Barney.",Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/mt-mitchell,Mt Mitchell,Lookouts,Rainforest,,,,,,,,
32000,Main Range National Park,false,780,"Drive along the Cunningham Hwy from Brisbane toward Warwick. Once you enter the Main Range you'll start to drive up the mountain. At one of the sharp left turns there is a small cark park on the right hand side (North), where there is a toilet.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/cunninghams-gap-to-mount-castle,Cunninghams Gap to Mount Castle,,,,,,,,,,
20000,Main Range National Park,true,420,"I've always loved the view of The Ramparts to the north of Cunninghams Gap when driving up Main Range, and have done the walk from the Gap to Bare Rock on a couple of occassions. This is only a short walk on a well-graded track, and not too much of a climb. The view at the end makes this a great short walk all by itself. However, I've always wondered what lay beyond. There's a map and a reasonable description of the route from Bare Rock to Laidley Creek Falls in ""Take a Walk in South-east Queensland"" (John and Lyn Daly) - refer page 257 Cunninghams Gap to Mount Castle. There's also a description in the out of print (but online) Bushpeople's Guide to Bushwalking in Southeast Queensland (Sylvesters Lookout to Mt Cordeaux)http://www.southee.com/Bushwalking/Ch15-MistakeMountains.html#label025. Several blogs indicate that it is a difficult walk with no views. I decided to investigate for myself (and without available walking buddies for the day - by myself) last weekend (14 May 2016). I never intended to walk through to Laidley Creek Falls, just investigate conditions beyond Bare Rock with a view to doing the walk through later in winter. Following are my observations.",Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/cunninghams-gap-to-laidley-creek-falls,Cunninghams Gap to Laidley Creek Falls,Lookouts,Scrambling or Climbing,Navigation Required,Rainforest,,,,,,
6800,Main Range National Park,false,150,"Mt Cordeaux forms the Northern side of Cunningham's Gap. The track ends at a platform just below the main peak and is ideal for viewing South, down the length of Main Range National Park. There are also good views of the Moogerah Peaks, Mt Barney and North to the Mistake Mountains.",Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/mt-cordeaux,Mt Cordeaux,,,,,,,,,,
4400,Main Range National Park,false,120,"Branching from the Rainforest Circuit, this walk ends in a one kilometre circuit featuring a dense grove of Piccabeen palms in rainforest and open eucalypt forest. A variety of birdlife can be seen and the track is suitable for all ages.",Easy,qld,false,https://www.aussiebushwalking.com/qld/main-range/palm-grove-circuit,Palm Grove Circuit,,,,,,,,,,
6000,Moogerah Peaks National Park,true,180,A walk up to the top of Mt Greville circa 770m. Up the South East Ridge and down Palm Gorge.,Hard,qld,false,https://www.aussiebushwalking.com/qld/moogerah-peaks-national-park/mt-greville,Mt Greville,Scrambling or Climbing,,,,,,,,,
6500,Moogerah Peaks National Park,true,180,"At 632m Mt Edwards is the conical-shaped peak rising beside the Cunningham Highway. The national park was gazetted in 1966. It encompasses Mt Edwards, Little Mt Edwards, part of Reynolds Creek as well as a very nice gorge with pine trees on one side.",Medium,qld,false,https://www.aussiebushwalking.com/qld/moogerah-peaks-national-park/mount-edwards,Mount Edwards,Lookouts,No Dogs Permitted,,,,,,,,
12000,Main Range National Park,false,360,Follow the Qld/NSW rabbit fence to one of the only peaks straddling the border,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/wilson-s-peak,Wilson's Peak,,,,,,,,,,
6500,Main Range National Park,false,300,Near the top of a rocky ridge there's a hole.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/sylvesters-lookout-to-hole-in-the-wall,Sylvesters Lookout to HOLE-in-the-WALL,,,,,,,,,,
940,Main Range National Park,true,20,From Sylvesters Lookout carpark follow an easy walking track to outstanding views. Even though they maybe limited but still worth the walk.,Easy,qld,false,https://www.aussiebushwalking.com/qld/main-range/sylvesters-lookout,Sylvesters Lookout,,,,,,,,,,
9500,Main Range National Park,false,300,Starts at the Mt Cordeaux carpark.  The walk branches off from the track to Mt Cordeaux at the firt Fassifern Valley lookout.  From here the track is downhill through the forest intitially and then more open bush.  There are lovely views over the farmlands and valley.  There is then a short steepish climb down to Gap creek and the top of the falls.  From here you can wander along the creek a little before returning the same way.  Better to do it cooler months as the return trip is all uphill and very exposed.,Medium,qld,false,https://www.aussiebushwalking.com/qld/main-range/gap-creek-falls,Gap Creek Falls,,,,,,,,,,
6000,Main Range National Park,true,240,A steep and loose ascent from Governor's Chair. The views are great over the Fassifern Valley.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/main-range/spicer-s-peak,Spicer's peak,Scrambling or Climbing,,,,,,,,,
